BLUEC,BLUEI,GREENC,GREENI,BLUEE,GREENE
0,0.0942402,0,0.070427433333333,0,0
0.00053622896977,0.0766712,0.000539320456225,0.0504164,1.57987986687487E-05,1.412433998372E-05
0.001429145638873,0.068569633333333,0.001098198953716,0.0386105,2.23304063084973E-05,1.99672567140911E-05
0.002521758536041,0.065377066666667,0.002313614424189,0.0190086,2.73319687665988E-05,2.44274884859891E-05
0.003523403875744,0.053534766666667,0.003307629465798,0.011778633333333,3.15370216011141E-05,2.81789014959604E-05
0.006382458247159,0.043083933333333,0.00453821656051,0.006615666666667,3.51622756805337E-05,3.14717447908726E-05
