REDC,REDI,REDE
0,0.0720895,0
0.00050004500405,0.070660733333333,7.07170470731043E-06
0.001299376299376,0.065115633333333,9.99520441235531E-06
0.00199788224482,0.0626741,1.22344842344685E-05
0.002526488181428,0.059281566666667,1.41225109754283E-05
0.003412764938331,0.055260266666667,1.57779482582656E-05
0.004675039872408,0.047355433333333,1.72652749689886E-05
