Red Dye,Blue Dye,Green Dye
0,0,0
0.000840887649206,0.001425533406557,0.000502775741071
0.001987419837318,0.00305667685559,0.001256228801139
0.003213262382317,0.004489967728357,0.00286359265917
0.00506753305135,0.005584764575301,0.004050527194906
